symbol,_id,address,business_scope,chairman,city,descrpt,email,main_business,manager,province,reg_capital,secretary,setup_date,website,company,dividend_startyear,exchange,exchange_,group,groupcode,index_stockid,industry,industrycode,mktcap_norm_cny,pchange_12w,pchange_ytd,price,sector,sectorcode,share_percentage,shares,value,position,change,share_change,impact,abs_impact,split_factor,price_max,price_min,price_avg,change_from_average,portdate,action,comment,oid
02013,2021Q1_548990,,,,,,,,,,,,,,微盟集团,0,HKSE,HKSE,软件,31110,-,软件应用,31110020,26790379000,-18.66,-4.44,HK$12.88,科技,311,0.32,7783000,17593130.0,1.05,-45.37,-6464000,-0.78,0.78,1.0,33.0,15.26,21.87,-41.11,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 45.37 %,2021Q1_548990
002371,2021Q1_549005,北京市经济技术开发区文昌大道8号,组装生产集成电路设备、光伏设备、TFT设备、真空设备、锂离子电池设备、流量计、电子元器件；销售集成电路设备、光伏设备、TFT设备、真空设备、锂离子电池设备、流量计、电子元器件；技术咨询、技术开发、技术转让；经济贸易咨询；投资及投资管理；货物进出口；技术进出口；代理进出口。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。),赵晋荣,北京市,公司是一家以电子专用设备和电子元器件为主要产品，集研发、生产、销售及服务于一体的大型综合性高科技公司。电子专用设备方面，公司以大规模集成电路制造工艺技术为核心，研发生产了集成电路工艺设备、太阳能电池制造设备、气体质量流量控制器(MFC)、TFT设备、真空热处理设备、锂离子电池制造设备等系列产品，广泛应用于半导体、光伏、电力电子、TFT-LCD、LED、MEMS、锂电等多个新兴行业。高精密电子元器件方面，公司依托多年的元器件技术积累，建立了新产品、新工艺研发体系，产品技术等级不断提升，研发生产了电阻、电容、晶体器件、微波组件、模块电源、混合集成电路等高精密电子元器件系列产品，广泛应用于精密仪器仪表、自动控制等领域。公司为中国电子专用设备工业协会理事长和中国电子元件协会副理事长单位，是中国最大的电子装备生产基地和高端电子元器件制造基地。公司始终站在电子信息技术的前沿，技术开发坚持以自主研发为主、对外技术合作为辅的发展道路。公司依靠自主研发创造了辉煌的业绩，保持了在国内同行业中的技术领先地位。,002371@naura.com;sunzheng@naura.com;wangxiaoning@naura.com,"主营业务:从事基础电子产品的研发,生产,销售和技术服务业务.主要产品为大规模集成电路制造设备和电子元件.",陶海虹,北京,49646.48,王晓宁,20010928,www.naura.com,北方华创,2017,SZSE,SZSE,硬件,31120,-,电子元件,31120040,158593858000,116.43,83.31,¥324.21,科技,311,0.06,306841,6750620.0,0.4,-55.42,-381400,-0.71,0.71,1.0,233.98,134.1,185.04,75.21,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 55.42 %,2021Q1_549005
600309,2021Q1_549002,山东省烟台市经济技术开发区三亚路3号,安全生产许可证范围内危险化学品的生产；食品添加剂的研发、生产和销售；许可证范围内铁路专用线经营；丙烷、正丁烷的带有存储设施的经营、仓储经营(以上经营项目有效期限以许可证为准)；聚氨酯及助剂、异氰酸酯及衍生产品的开发、技术服务及相关技术人员培训；批准范围内的自营进出口业务；化工产品(仅限化工园区内经营)(不含危险化学品)的研发、生产、销售及技术服务咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,廖增太,烟台市,公司是一家全球化运营的化工新材料公司，依托不断创新的核心技术、产业化装置及高效的运营模式，为客户提供更具竞争力的产品及解决方案。公司业务涵盖MDI、TDI、聚醚多元醇等聚氨酯产业集群，丙烯酸及酯、环氧丙烷等石化产业集群，水性PUD、PA乳液、TPU、ADI系列等功能化学品及材料产业集群。所服务的行业主要包括：生活家居、运动休闲、汽车交通、建筑工业和电子电器等。在生产领域，国内烟台、宁波、珠海等地生产基地稳定运营。在研发领域，烟台、北京、佛山、上海等地的研发中心已逐渐成型，北美技术中心在休斯敦正式投入使用。另外，万华化学在欧洲、美国、日本等多个国家和地区均设有公司和办事处。公司将“为客户创造价值”作为第一使命，致力于为客户提供稳定的、高质量的、有竞争力的产品和快速高效的服务，做负责任的供应商和行业领袖。,stocks@whchem.com;lmli@whchem.com;mhxiao@whchem.com,"主要产品:纯MDI,聚合MDI.",寇光武,山东,313974.66,李立民,19981216,www.whchem.com,万华化学,2020,SHSE,SHSE,化工,10130,-,化学制品,10130010,395977195000,25.1,43.62,¥124.89,基础材料,101,0.02,491018,7946570.0,0.47,-56.1,-627401,-0.58,0.58,1.0,143.98,94.12,116.37,7.32,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 56.10 %,2021Q1_549002
000858,2021Q1_549000,四川省宜宾市翠屏区岷江西路150号,主营：酒类产品及相关辅助产品(瓶盖、商标、标识及包装制品)的生产经营；兼营：饮料、药品、水果种植、农业种植、进出口业务、物业管理、投资管理等。,曾从钦,宜宾市,公司是以五粮液及其系列酒的生产、销售为主要产业，同时生产经营精密塑胶制品、大中小高精尖注射和冲压模具现代制造产业，以及生物工程为发展产业，药业工业、印刷业、电子器件产业、物流运输和相关的服务业的具有深厚企业文化的现代化企业集团。公司现已系统研制开发了五粮春、五粮神、五粮醇等几十种不同档次、不同口味，满足不同区域、不同文化背景、不同层次消费者需求的系列产品。数年来“五粮液”品牌连续在中国白酒制造业和食品行业“最有价值品牌”中排位居前，具有领导市场的影响力。目前公司根据消费者的个性化需求，进一步细分、微分市场，新设计开发国宝五粮液、人民大会堂国宴五粮液等，丰富和完善产品线，加快新产品开发步伐，有效地支持了公司经营业绩持续增长。,000858-wly@sohu.com;lixinyi@wuliangye.com.cn,主要产品:五粮液系列酒.,,四川,388160.8,彭智辅,19980421,www.wuliangye.com.cn,五粮液,2015,SZSE,SZSE,酒精饮料,20510,-,其他酒类,20510020,1080262730000,10.79,-2.89,¥277.52,非周期性消费,205,0.01,211077,8669970.0,0.52,-62.2,-347400,-1.04,1.04,1.0,344.4,242.5,289.72,-4.21,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 62.20 %,2021Q1_549000
600519,2021Q1_549001,贵州省仁怀市茅台镇,茅台酒系列产品的生产与销售；饮料、食品、包装材料的生产、销售；防伪技术开发、信息产业相关产品的研制、开发；酒店经营管理、住宿、餐饮、娱乐、洗浴及停车场管理服务(具体内容以工商核定登记为准)。,高卫东,遵义市,公司是国内白酒行业的标志性企业，主要生产销售世界三大名酒之一的茅台酒，同时进行饮料、食品、包装材料的生产和销售，防伪技术开发，信息产业相关产品的研制开发。茅台酒历史悠久，源远流长，是酱香型白酒的典型代表，享有“国酒”的美称。目前，公司茅台酒年生产量已突破一万吨，43°、38°、33°茅台酒拓展了茅台酒家族低度酒的发展空间，茅台王子酒、茅台迎宾酒满足了中低档消费者的需求，15年、30年、50年、80年陈年茅台酒填补了我国极品酒、年份酒、陈年老窖的空白，在国内独创年代梯级式的产品开发模式。公司产品形成了低度、高中低档、极品三大系列70多个规格品种，全方位跻身市场，从而占据了白酒市场制高点，称雄于中国极品酒市场。,mtdm@moutaichina.com,"主要产品:高度茅台酒(含陈年茅台酒),低度茅台酒.",李静仁,贵州,125619.78,刘刚,19991120,www.moutaichina.com,贵州茅台,2014,SHSE,SHSE,酒精饮料,20510,-,其他酒类,20510020,2488180637000,0.08,0.97,¥1955.90,非周期性消费,205,0.0,27623,8482520.0,0.51,-69.59,-63200,-1.29,1.29,1.0,2601.0,1936.99,2119.6,-7.72,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 69.59 %,2021Q1_549001
EDU,2021Q1_549003,,,,,,,,,,,,,,新东方（新）,2018,NYSE,,教育,20540,-,教育培训服务,20540010,76638344000,-53.63,-63.19,$6.84,非周期性消费,205,0.03,520000,7280000.0,0.43,-74.77,-1541000,-1.91,1.91,1.0,19.68,13.79,17.5,-60.91,2021-03-31T04:00:00Z,{4_trade_reduce},{trade_reduce} 74.77 %,2021Q1_549003
002179,2021Q1_549012,河南省洛阳市高新技术开发区周山路10号,电子元器件及相关设备、新能源汽车充电设备的研发、生产、销售与服务，从事与本企业经营相关的进出口业务。,郭泽义,洛阳市,公司是中国专业为军工防务及高端制造领域提供互连技术解决方案的高科技企业。公司产品广泛应用于航空航天和军事领域、通讯网络与数据中心、轨道交通、新能源汽车、电力、石油装备、医疗设备以及智能装备等民用高端制造领域；产品远销欧洲、美国、以色列、澳大利亚、韩国、印度等海外多个国家和地区。公司总部拥有“国家认定企业技术中心”、“博士后科研工作站”以及国家和国防认可实验室，专业从事中高端光、电、流体连接技术与设备的研究与开发。公司通过了AS9100国际航空航天质量管理体系认证、ISO9001(2000)质量体系认证、TS16949体系认证、ISO14001环境体系认证、OHSAS18001职业健康安全管理体系认证等。公司多项重点产品通过了UL、CUL、CE、TUV、CB等安规认证。,liuyang@jonhon.cn;zhengquan@jonhon.cn;yehua@jonhon.cn,"主要业务为电连接器,光器件和线缆组件的研发,生产和销售.主要生产电连接器和光器件.",李森,河南,109994.51,刘阳,20021231,www.jonhon.cn,中航光电,2017,SZSE,SZSE,硬件,31120,-,电子元件,31120040,88664159000,4.96,3.76,¥83.44,科技,311,0.0,0,0.0,0.0,-10000.0,-2597101,-2.09,2.09,1.0,85.45,59.94,70.98,17.55,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549012
01109,2021Q1_549010,,,,,,,,,,,,,,华润置地,2020,HKSE,HKSE,房地产,10410,-,房地产开发,10410010,190522477000,-10.72,4.11,HK$32.05,房地产,104,0.0,0,0.0,0.0,-10000.0,-5350000,-1.47,1.47,1.0,40.8,30.1,34.27,-6.48,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549010
600160,2021Q1_549009,浙江省衢州市柯城区,化工原料及化工产品生产与销售(涉及危险化学品生产的范围详见《安全生产许可证》、涉及危险化学品批发的范围详见《中华人民共和国危险化学品经营许可证》)，食品添加剂的生产(《全国工业产品生产许可证》)，气瓶检验(《中华人民共和国特种设备检验检测机构核准证》)。提供有关技术服务、咨询和技术转让，经营进出口业务。(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目)。,周黎旸,衢州市,公司是经浙江省人民政府批准，由巨化集团公司独家发起，采用募集方式设立的股份有限公司，是国内领先的氟化工、氯碱化工综合配套的氟化工制造业基地。公司形成液氯、氯仿、三氯乙烯、四氯乙烯、AHF为配套原料支撑的氟致冷剂、有机氟单体、氟聚合物完整的产业链。公司核心产业氟化工及其它主导产品在规模、技术上处于行业领先水平。“巨化”牌商标为中国驰名商标。公司氟产品系列、有机氯产品系列、硫酸系列获“浙江省名牌产品”。公司以“创造财富、服务社会”为宗旨，坚持“效益为先、开放发展、机制创新、战略导向、循环运行、以人为本”的发展理念，致力于打造国际氟化工的知名品牌，争做中国氟化工行业的领跑者。以业绩回报股东、回报社会，以实力营造明天。,gfzqb@juhua.com.cn;zhuli@juhua.com.cn;jhgf@juhua.com.cn,"主要产品:氟产品,氨产品,氯碱产品,酸产品,农药产品,生物化学制品及其它.",韩金铭,浙江,269974.61,刘云华,19980617,www.jhgf.com.cn,巨化股份,2020,SHSE,SHSE,化工,10130,-,化学制品,10130010,32146959000,38.37,50.31,¥12.39,基础材料,101,0.0,0,0.0,0.0,-10000.0,-14085700,-1.17,1.17,1.0,10.0,7.62,8.73,41.92,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549009
300207,2021Q1_549016,广东省深圳市宝安区石岩街道石龙社区颐和路2号综合楼,电池、充电器、精密模具、精密注塑、仪器仪表、工业设备、自动化设备及产线的研发、制造、销售；电子产品的研发、制造、销售；动力电池系统、储能电池及储能系统的研发、制造、销售；软件开发及销售；锂离子电池、蓄电池、蓄电池组的实验室检测、技术咨询服务；医疗器械；医疗安全系列产品；工业防护用品；劳动防护用品等研发、生产、销售；移动基站、通信设备、电子触控笔、家电类、音箱类、灯具类、转换器类、电器开关的研发、生产和销售；玩具生产及销售；锂离子电池材料、高性能膜材料、电解液材料的研发、生产、销售；兴办实业(具体项目另行申报)，国内商业、物资供销业，货物及技术进出口；物业租赁；普通货运；(以上项目均不含法律、行政法规、国务院决定规定需前置审批及禁止项目)。,王威,深圳市,公司是国内锂能源领域设计能力最强、配套能力最完善、产品系列最多的锂离子电池模组制造商之一。历经二十余年，公司发展成为全球锂离子电池领域的领军企业，形成了动力电池及动力总成、储能系统与能源互联网、3c消费类电池、智能硬件、自动化与智能制造、第三方检测六大产业群，致力于提供绿色、快速、高效的新能源一体化解决方案服务。公司主要从事锂离子电池模组研发制造业务，主要产品为锂离子电池模组，属于新能源领域。锂离子电池产业作为新能源领域的重要组成部分，广泛应用于手机、笔记本电脑、电动汽车动力总成、可穿戴设备、储能、能源互联网、动力工具、电动自行车等领域。公司产品还涵盖锂离子电芯、电源管理系统、精密结构件、智能制造类(含自动化设备)等多个领域。公司在锂离子电池模组领域，通过自主研发，拥有多项自主原始创新和集成创新的核心技术。通过多年努力，公司先后获评“世界能源500强”、“中国电子信息企业百强”、“中国电池百强企业”、“中国民营制造业500强”等荣誉。,huangying@sunwoda.com;sunwoda@sunwoda.com;zengdi@sunwoda.com,主要产品:锂离子电池模组.主要业务:锂离子电池模组研发制造业务,王威,广东,157380.93,曾玓,19971209,www.sunwoda.com,欣旺达,2020,SZSE,SZSE,工业制品,31070,-,电子器械和零件,31070060,52417661000,54.36,10.58,¥32.60,工业,310,0.0,0,0.0,0.0,-10000.0,-3291047,-1.04,1.04,1.0,31.74,19.09,25.03,30.24,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549016
300003,2021Q1_549015,北京市昌平区超前路37号,医疗器械及其配件的技术开发、生产；销售自产产品；提供自产产品的技术咨询服务；上述产品的进出口；技术进出口；佣金代理(不含拍卖，涉及配额许可证管理、专项规定管理的商品按国家有关规定办理)。,蒲忠杰,北京市,公司是一家专业从事冠脉支架、PTCA球囊导管、中心静脉导管及压力传感器的研发、生产和销售的企业，国内高端医疗器械领域能够与国外产品形成强有力竞争的为数较少的企业之一。自成立以来，相继完成了支架、导管等多项介入医疗核心产品的研制开发和产业化工作，在业内第一个获得国家药监局颁发的“冠状动脉支架输送系统”产品注册证(III类)、第一个研发并试制成功抗感染“药物中心静脉导管”。公司具备了心血管介入、麻醉监护产品的工业化生产能力，PARTNER药物支架成功上市使公司为拥有雷帕霉素药物支架生产技术的公司。,zqb@lepumedical.com,"公司的主营业务包括医疗器械业务(含心脏病治疗产品,新型介入诊疗业务,体外诊断试剂和医疗产品代理配送),药品业务及海外业务三大板块.公司主要产品包括血管内药物(雷帕霉素)洗脱支架系统,冠脉支架输送系统,PTCA球囊扩张导管,药物中心静脉导管等.",张志斌,北京,180458.11,蒲忠杰,19990611,www.lepumedical.com,乐普医疗,2014,SZSE,SZSE,医疗器械,20650,-,医疗设备,20650010,54062607000,8.77,11.29,¥29.42,医疗保健,206,0.0,0,0.0,0.0,-10000.0,-3199579,-0.89,0.89,1.0,33.72,26.58,29.32,0.34,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549015
00354,2021Q1_549013,,,,,,,,,,,,,,中国软件国际,0,HKSE,HKSE,软件,31110,-,软件和信息技术服务,31110010,33811384000,79.75,73.51,HK$15.04,科技,311,0.0,0,0.0,0.0,-10000.0,-11168000,-0.83,0.83,1.0,10.4,7.23,8.69,73.07,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549013
02669,2021Q1_549017,,,,,,,,,,,,,,中海物业,2016,HKSE,HKSE,房地产,10410,-,房地产服务,10410020,23689698000,18.66,113.88,HK$8.79,房地产,104,0.0,0,0.0,0.0,-10000.0,-23630000,-0.82,0.82,1.0,7.38,3.94,5.35,64.3,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549017
01763,2021Q1_549018,,,,,,,,,,,,,,中国同辐,2019,HKSE,HKSE,医疗器械,20650,-,医疗设备,20650010,8080084000,10.73,15.54,HK$29.80,医疗保健,206,0.0,0,0.0,0.0,-10000.0,-2285000,-0.53,0.53,1.0,33.15,22.5,26.33,13.18,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549018
01177,2021Q1_549011,,,,,,,,,,,,,,中国生物制药,2018,HKSE,HKSE,生物科技,20610,-,生物科技,20610010,114130258000,-10.66,-3.44,HK$7.11,医疗保健,206,0.0,0,0.0,0.0,-10000.0,-2955500,-0.19,0.19,1.0,9.06,7.04,7.9,-10.0,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549011
01099,2021Q1_549014,,,,,,,,,,,,,,国药控股,2010,HKSE,HKSE,医疗产品分销,20670,-,医疗产品分销,20670010,59092206000,6.53,24.81,HK$22.60,医疗保健,206,0.0,0,0.0,0.0,-10000.0,-611600,-0.1,0.1,1.0,19.88,17.36,18.55,21.83,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_549014
